# Procedencia de CADA foto del carrusel. Existe porque la licencia CC BY
# exige nombrar al autor de la obra: sin esto, las fotos 2 en adelante
# quedaban firmadas por el autor de la primera, que es atribuir mal.
# archivo <TAB> vista <TAB> archivo en Commons <TAB> licencia <TAB> autor <TAB> página

arcfox-s5-2.jpg	trasera	Arcfox αS5, Rear View, Shenzhen Auto Show 2025.jpg	CC0	LKS1990	https://upload.wikimedia.org/wikipedia/commons/f/f2/Arcfox_%CE%B1S5%2C_Rear_View%2C_Shenzhen_Auto_Show_2025.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
arcfox-s5-3.jpg	otra	Arcfox αS5, Shenzhen Auto Show 2025 01.jpg	CC0	LKS1990	https://upload.wikimedia.org/wikipedia/commons/b/b3/Arcfox_%CE%B1S5%2C_Shenzhen_Auto_Show_2025_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
arcfox-s5-4.jpg	otra	Arcfox αS5 004.jpg	CC0	JustAnotherCarDesigner	https://upload.wikimedia.org/wikipedia/commons/8/81/Arcfox_%CE%B1S5_004.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
arcfox-t1-2.jpg	otra	Arcfox T1 003.jpg	CC0	JustAnotherCarDesigner	https://upload.wikimedia.org/wikipedia/commons/f/f5/Arcfox_T1_003.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
arcfox-t1-3.jpg	otra	Arcfox βT1 002.jpg	CC0	JustAnotherCarDesigner	https://upload.wikimedia.org/wikipedia/commons/3/37/Arcfox_%CE%B2T1_002.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
arcfox-t5-2.jpg	otra	Arcfox αT5 at Auto Guangzhou 2023 20231126.jpg	CC BY-SA 4.0	Tim Wu	https://upload.wikimedia.org/wikipedia/commons/d/d8/Arcfox_%CE%B1T5_at_Auto_Guangzhou_2023_20231126.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
arcfox-t5-3.jpg	otra	Arcfox α-T5 005.jpg	CC0	JustAnotherCarDesigner	https://upload.wikimedia.org/wikipedia/commons/b/ba/Arcfox_%CE%B1-T5_005.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
atto-2-dm-i-2.jpg	interior	BYD Atto 2 DM-i Premium interior.jpg	CC BY-SA 4.0	Ethan Llamas	https://upload.wikimedia.org/wikipedia/commons/f/f8/BYD_Atto_2_DM-i_Premium_interior.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
atto-2-dm-i-3.jpg	otra	BYD Atto 2 DM-i IMG 6075.jpg	CC BY-SA 4.0	Alexander Migl	https://upload.wikimedia.org/wikipedia/commons/3/3f/BYD_Atto_2_DM-i_IMG_6075.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
atto-2-dm-i-4.jpg	otra	BYD Atto 2 DM-i Premium Ski White 02.jpg	CC BY-SA 4.0	Ethan Llamas	https://upload.wikimedia.org/wikipedia/commons/f/fa/BYD_Atto_2_DM-i_Premium_Ski_White_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-bj40-plus-2.jpg	interior	Rear row of BAIC BJ40 Plus as seen from behind during GIIAS 2026 in Bandung 20260913 202822.jpg	CC BY 4.0	M Raisfath	https://upload.wikimedia.org/wikipedia/commons/d/dd/Rear_row_of_BAIC_BJ40_Plus_as_seen_from_behind_during_GIIAS_2026_in_Bandung_20260913_202822.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-bj40-plus-3.jpg	otra	BAiC BJ40 Plus 2.0T Elite 2023 (53346178197).jpg	CC BY-SA 2.0	RL GNZLZ from Chile	https://upload.wikimedia.org/wikipedia/commons/0/05/BAiC_BJ40_Plus_2.0T_Elite_2023_%2853346178197%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-bj40-plus-4.jpg	otra	2025 BAIC BJ40 Plus 4wd 2.0.jpg	CC BY 4.0	Just a Man	https://upload.wikimedia.org/wikipedia/commons/7/77/2025_BAIC_BJ40_Plus_4wd_2.0.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-bj40-plus-5.jpg	frente	2018 BAIC (Beijing) BJ40 Plus, front 8.11.18.jpg	CC BY-SA 4.0	Kevauto	https://upload.wikimedia.org/wikipedia/commons/1/19/2018_BAIC_%28Beijing%29_BJ40_Plus%2C_front_8.11.18.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-bj60-2.jpg	trasera	2023 BAIC (Beijing) BJ60, rear 8.17.23.jpg	CC BY-SA 4.0	Kevauto	https://upload.wikimedia.org/wikipedia/commons/f/f8/2023_BAIC_%28Beijing%29_BJ60%2C_rear_8.17.23.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-bj60-3.jpg	frente	2023 BAIC (Beijing) BJ60, front 8.17.23.jpg	CC BY-SA 4.0	Kevauto	https://upload.wikimedia.org/wikipedia/commons/d/dc/2023_BAIC_%28Beijing%29_BJ60%2C_front_8.17.23.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-eu5-2.jpg	otra	BAIC EU5 Plus 2026.jpg	CC BY-SA 4.0	RL GNZLZ	https://upload.wikimedia.org/wikipedia/commons/2/2e/BAIC_EU5_Plus_2026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-eu5-3.jpg	otra	BAIC EU5.jpg	CC BY-SA 3.0	최병찬루카스	https://upload.wikimedia.org/wikipedia/commons/5/52/BAIC_EU5.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-u5-plus-2.jpg	interior	2025 BAIC U5 Plus interior.jpg	CC BY 4.0	Just a Man	https://upload.wikimedia.org/wikipedia/commons/b/b6/2025_BAIC_U5_Plus_interior.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-u5-plus-3.jpg	otra	Moscow, rental white BAIC U5 PLUS April 2025 02.jpg	CC0	Retired electrician	https://upload.wikimedia.org/wikipedia/commons/4/43/Moscow%2C_rental_white_BAIC_U5_PLUS_April_2025_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-u5-plus-4.jpg	otra	Moscow, BAIC U5 PLUS taxi, May 2026 01.jpg	CC0	Retired electrician	https://upload.wikimedia.org/wikipedia/commons/0/08/Moscow%2C_BAIC_U5_PLUS_taxi%2C_May_2026_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-x35-2.jpg	trasera	2016 BAIC Senova X35, rear 8.3.18.jpg	CC BY-SA 4.0	Kevauto	https://upload.wikimedia.org/wikipedia/commons/b/b1/2016_BAIC_Senova_X35%2C_rear_8.3.18.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-x35-3.jpg	otra	BAIC X35.jpg	CC BY 4.0	JLaw45	https://upload.wikimedia.org/wikipedia/commons/f/f1/BAIC_X35.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-x35-4.jpg	frente	2018 BAIC Senova X35, front 8.11.18.jpg	CC BY-SA 4.0	Kevauto	https://upload.wikimedia.org/wikipedia/commons/3/30/2018_BAIC_Senova_X35%2C_front_8.11.18.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-x55-plus-2.jpg	otra	BAiC X55 Plus 1.5T Luxury 2024 (53362133147).jpg	CC BY-SA 2.0	RL GNZLZ from Chile	https://upload.wikimedia.org/wikipedia/commons/8/8b/BAiC_X55_Plus_1.5T_Luxury_2024_%2853362133147%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
baic-x55-plus-3.jpg	otra	BAiC X55 Plus 1.5T Luxury 2024 (53570493853).jpg	CC BY-SA 2.0	RL GNZLZ from Chile	https://upload.wikimedia.org/wikipedia/commons/c/ce/BAiC_X55_Plus_1.5T_Luxury_2024_%2853570493853%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
byd-sealion-7-2.jpg	interior	BYD Sealion 7 Performance AWD interior.jpg	CC BY-SA 4.0	Ethan Llamas	https://upload.wikimedia.org/wikipedia/commons/c/cd/BYD_Sealion_7_Performance_AWD_interior.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
byd-sealion-7-3.jpg	interior	BYD Sealion 7, RWD, Japan, 2025, interior.jpg	CC0	Kazyakuruma	https://upload.wikimedia.org/wikipedia/commons/5/5f/BYD_Sealion_7%2C_RWD%2C_Japan%2C_2025%2C_interior.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
byd-sealion-7-4.jpg	trasera	2025 BYD Sealion 7 Performance rear.jpg	CC BY-SA 4.0	LuvsMG481	https://upload.wikimedia.org/wikipedia/commons/e/eb/2025_BYD_Sealion_7_Performance_rear.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
byd-sealion-7-5.jpg	trasera	BYD Sealion 7, RWD, Japan, 2025, rear.jpg	CC0	Kazyakuruma	https://upload.wikimedia.org/wikipedia/commons/3/3b/BYD_Sealion_7%2C_RWD%2C_Japan%2C_2025%2C_rear.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
byd-sealion-7-6.jpg	otra	BYD Sealion 7 Classic-Gala 2025 DSC 0775.jpg	CC BY-SA 4.0	Alexander-93	https://upload.wikimedia.org/wikipedia/commons/b/be/BYD_Sealion_7_Classic-Gala_2025_DSC_0775.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
changan-cs55-plus-2.jpg	trasera	Changan CS55 Plus rear Poznań Motor Show 2026.jpg	CC BY-SA 4.0	Peżot	https://upload.wikimedia.org/wikipedia/commons/c/ca/Changan_CS55_Plus_rear_Pozna%C5%84_Motor_Show_2026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
changan-cs55-plus-3.jpg	otra	Changan CS55 Plus Luxury 2024.jpg	CC BY-SA 4.0	RL GNZLZ	https://upload.wikimedia.org/wikipedia/commons/3/34/Changan_CS55_Plus_Luxury_2024.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
changan-cs55-plus-4.jpg	otra	Changan CS55 Plus III 001.jpg	CC0	JustAnotherCarDesigner	https://upload.wikimedia.org/wikipedia/commons/1/15/Changan_CS55_Plus_III_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
changan-cs55-plus-5.jpg	frente	Changan CS55 Plus front Poznań Motor Show 2026.jpg	CC BY-SA 4.0	Peżot	https://upload.wikimedia.org/wikipedia/commons/d/df/Changan_CS55_Plus_front_Pozna%C5%84_Motor_Show_2026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
changan-cs55-plus-6.jpg	frente	2023 Changan CS55 Plus red front.jpg	CC0	Throwawayacc222	https://upload.wikimedia.org/wikipedia/commons/0/0c/2023_Changan_CS55_Plus_red_front.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
chery-tiggo-8-pro-2.jpg	interior	Chery Tiggo 8 Pro, interior 20221028.jpg	CC BY-SA 4.0	Anhuicarspotter	https://upload.wikimedia.org/wikipedia/commons/5/53/Chery_Tiggo_8_Pro%2C_interior_20221028.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
chery-tiggo-8-pro-3.jpg	trasera	Chery Tiggo 8 Pro, rear 20221028.jpg	CC BY-SA 4.0	Anhuicarspotter	https://upload.wikimedia.org/wikipedia/commons/4/46/Chery_Tiggo_8_Pro%2C_rear_20221028.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
chery-tiggo-8-pro-4.jpg	otra	2023 Chery Tiggo 8 Pro PHEV.jpg	CC BY-SA 4.0	User3204	https://upload.wikimedia.org/wikipedia/commons/d/de/2023_Chery_Tiggo_8_Pro_PHEV.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
